권역,시도수,현행배분,제안배분,증감
광주·전남권,2,173.95511706432444,268.55108074841536,94.59596368409092
강원특별자치도,1,99.7759184801693,161.0803159215451,61.3043974413758
전북특별자치도,1,56.3024970639304,109.105099274679,52.8026022107486
대구·경북권,2,219.34885861674653,243.181859947698,23.833001330951475
부산·울산·경남권,3,498.5820775594158,488.4165299178982,-10.165547641517605
제주특별자치도,1,86.72416578199075,70.47819838587827,-16.245967396112476
수도권,3,1788.5798919848492,1751.6671808398837,-36.91271114496544
충청권,4,1076.7314734485738,907.5197349640025,-169.21173848457124
